196	1,407
197	1,415
198	1,424
199	1,432
200	1,441
201	1,449
202	1,458
203	1,466
204	1,475
205	1,483
206	1,492
207	01,май
208	1,509
209	1,517
210	1,526
211	1,534
212	1,543
213	1,551
214	янв,56
215	1,569
216	1,577
217	1,586
218	1,594
219	1,603
220	1,612
221	янв,62
222	1,629
223	1,638
224	1,646
225	1,655
226	1,663
227	1,672
228	1,681
229	янв,69
230	1,698
231	1,707
232	1,716
233	1,724
234	1,733
235	1,742
236	1,751
237	1,759
238	1,768
239	1,777
240	1,786
241	1,794
242	1,803
243	1,812
244	1,821
245	1,829
246	1,838
247	1,847
248	1,856
249	1,865
250	1,874
251	1,882
252	1,891
253	01,сен
254	1,909
255	1,918
256	1,927
257	1,936
258	1,944
259	1,953
260	1,962
261	1,971
262	янв,98
263	1,989
264	1,998
265	2,007
266	2,016
267	2,025
268	2,034
269	2,043
270	2,052
271	2,061
272	02,июл
273	2,078
274	2,087
275	2,096
276	2,105
277	2,114
278	2,123
279	2,132
280	2,141
281	2,151
282	фев,16
283	2,169
284	2,178
285	2,187
286	2,196
287	2,205
288	2,214
289	2,223
290	2,232
291	2,241
292	фев,25
293	2,259
294	2,268
295	2,277
296	2,287
297	2,296
298	2,305
299	2,314
300	2,323
301	2,332
302	2,341
303	фев,35
304	фев,36
305	2,369
306	2,378
307	2,387
308	2,396
309	2,405
310	2,415
311	2,424
312	2,433
313	2,442
314	2,451
315	2,461
316	фев,47
317	2,479
318	2,488
319	2,497
320	2,507
321	2,516
322	2,525
323	2,534
324	2,544
325	2,553
326	2,562
327	2,571
328	2,581
329	фев,59
330	2,599
331	2,609
332	2,618
333	2,627
334	2,636
335	2,646
336	2,655
337	2,664
338	2,674
339	2,683
340	2,692
341	2,702
342	2,711
343	фев,72
344	фев,73
345	2,739
346	2,748
347	2,758
348	2,767
349	2,776
350	2,786
351	2,795
352	2,805
353	2,814
354	2,823
355	2,833
356	2,842
357	2,851
358	2,861
359	фев,87
360	фев,88
361	2,889
362	2,899
363	2,908
364	2,917
365	2,927
366	2,936
367	2,946
368	2,955
369	2,965
370	2,974
371	2,983
372	2,993
373	3,002
374	3,012
375	3,021
376	3,031
377	03,апр
378	03,май
379	3,059
380	3,069
381	3,078
382	3,088
383	3,097
384	3,107
385	3,116
386	3,126
387	3,135
388	3,145
389	3,154
390	3,164
391	3,173
392	3,183
393	3,192
394	3,202
395	3,212
396	3,221
397	3,231
398	мар,24
399	мар,25
400	3,259
401	3,269
402	3,279
403	3,288
404	3,298
405	3,307
406	3,317
407	3,326
408	3,336
409	3,346
410	3,355
411	3,365
412	3,374
413	3,384
414	3,394
415	3,403
416	3,413
417	3,423
418	3,432
419	3,442
420	3,451
421	3,461
422	3,471
423	мар,48
424	мар,49
425	03,май
426	3,509
427	3,519
428	3,529
429	3,538
430	3,548
431	3,558
432	3,567
433	3,577
434	3,587
435	3,596
436	3,606
437	3,616
438	3,626
439	3,635
440	3,645
441	3,655
442	3,664
443	3,674
444	3,684
445	3,694
446	3,703
447	3,713
448	3,723
449	3,732
450	3,742
451	3,752
452	3,762
453	3,771
454	3,781
455	3,791
456	3,801
457	мар,81
458	мар,82
459	мар,83
460	мар,84
461	мар,85
462	3,859
463	3,869
464	3,879
465	3,889
466	3,898
467	3,908
468	3,918
469	3,928
470	3,938
471	3,947
472	3,957
473	3,967
474	3,977
475	3,987
476	3,997
477	4,006
478	4,016
479	4,026
480	4,036
481	4,046
482	4,056
483	4,065
484	4,075
485	4,085
486	4,095
487	4,105
488	4,115
489	4,125
490	4,134
491	4,144
492	4,154
493	4,164
494	4,174
495	4,184
496	4,194
497	4,204
498	4,213
499	4,223
500	4,233
501	4,243
502	4,253
503	4,263
504	4,273
505	4,283
506	4,293
507	4,303
508	4,313
509	4,323
510	4,332
511	4,342
512	4,352
513	4,362
514	4,372
515	4,382
516	4,392
517	4,402
518	4,412
519	4,422
520	4,432
521	4,442
522	4,452
523	4,462
524	4,472
525	4,482
526	4,492
527	4,502
528	4,512
529	4,522
530	4,532
531	4,542
532	4,552
533	4,562
534	4,572
535	4,582
536	4,592
537	4,602
538	4,612
539	4,622
540	4,632
541	4,642
542	4,652
543	4,662
544	4,672
545	4,682
546	4,692
547	4,702
548	4,712
549	4,722
550	4,732
551	4,742
552	4,752
553	4,762
554	4,772
555	4,782
556	4,793
557	4,803
558	4,813
559	4,823
560	4,833
561	4,843
562	4,853
563	4,863
564	4,873
565	4,883
566	4,893
567	4,904
568	4,914
569	4,924
570	4,934
571	4,944
572	4,954
573	4,964
574	4,974
575	4,984
576	4,995
577	5,005
578	5,015
579	5,025
580	5,035
581	5,045
582	5,055
583	5,066
584	5,076
585	5,086
586	5,096
587	5,106
588	5,116
589	5,127
590	5,137
591	5,147
592	5,157
593	5,167
594	5,178
595	5,188
596	5,198
597	5,208
598	5,218
599	5,228
600	5,239
601	5,249
602	5,259
603	5,269
604	май,28
605	май,29
606	05,мар
607	май,31
608	май,32
609	5,331
610	5,341
611	5,351
612	5,361
613	5,372
614	5,382
615	5,392
616	5,402
617	5,413
618	5,423
619	5,433
620	5,443
621	5,454
622	5,464
623	5,474
624	5,485
625	5,495
626	5,505
627	5,515
628	5,526
629	5,536
630	5,546
631	5,557
632	5,567
633	5,577
634	5,588
635	5,598
636	5,608
637	5,618
638	5,629
639	5,639
640	5,649
641	май,66
642	май,67
643	май,68
644	5,691
645	5,701
646	5,712
647	5,722
648	5,732
649	5,743
650	5,753
651	5,763
652	5,774
653	5,784
654	5,794
655	5,805
656	5,815
657	5,826
658	5,836
659	5,846
660	5,857
661	5,867
662	5,878
663	5,888
664	5,898
665	5,909
666	5,919
667	май,93
668	май,94
669	май,95
670	5,961
671	5,971
672	5,982
673	5,992
674	6,003
675	6,013
676	6,024
677	6,034
678	6,044
679	6,055
680	6,065
681	6,076
682	6,086
683	6,097
684	6,107
685	6,118
686	6,128
687	6,139
688	6,149
689	июн,16
690	июн,17
691	6,181
692	6,191
693	6,202
694	6,212
695	6,223
696	6,233
697	6,244
698	6,254
699	6,265
700	6,275
701	6,286
702	6,296
703	6,307
704	6,317
705	6,328
706	6,338
707	6,349
708	июн,36
709	июн,37
710	6,381
711	6,391
712	6,402
713	6,412
714	6,423
715	6,434
716	6,444
717	6,455
718	6,465
719	6,476
720	6,486
721	6,497
722	6,508
723	6,518
724	6,529
725	6,539
726	июн,55
727	6,561
728	6,571
729	6,582
730	6,593
731	6,603
732	6,614
733	6,624
734	6,635
735	6,646
736	6,656
737	6,667
738	6,678
739	6,688
740	6,699
741	июн,71
742	июн,72
743	6,731
744	6,742
745	6,752
746	6,763
747	6,774
748	6,784
749	6,795
750	6,806
751	6,817
752	6,827
753	6,838
754	6,849
755	6,859
756	июн,87
757	6,881
758	6,892
759	6,902
760	6,913
761	6,924
762	6,934
763	6,945
764	6,956
765	6,967
766	6,977
767	6,988
768	6,999
769	07,янв
770	07,фев
771	7,031
772	7,042
773	7,053
774	7,064
775	7,074
776	7,085
777	7,096
778	7,107
779	7,117
780	7,128
781	7,139
782	июл,15
783	7,161
784	7,172
785	7,182
786	7,193
787	7,204
788	7,215
789	7,226
790	7,236
791	7,247
792	7,258
793	7,269
794	июл,28
795	7,291
796	7,302
797	7,312
798	7,323
799	7,334
800	7,345
801	7,356
802	7,367
803	7,378
804	7,388
805	7,399
806	июл,41
807	7,421
808	7,432
809	7,443
810	7,454
811	7,465
812	7,476
813	7,487
814	7,497
815	7,508
816	7,519
817	июл,53
818	7,541
819	7,552
820	7,563
821	7,574
822	7,585
823	7,596
824	7,607
825	7,618
826	7,629
827	июл,64
828	7,651
829	7,662
830	7,673
831	7,684
832	7,695
833	7,706
834	7,717
835	7,728
836	7,739
837	июл,75
838	7,761
839	7,772
840	7,783
841	7,794
842	7,805
843	7,816
844	7,827
845	7,838
846	7,849
847	июл,86
848	7,871
849	7,882
850	7,893
851	7,904
852	7,915
853	7,926
854	7,937
855	7,948
856	7,959
857	июл,97
858	7,981
859	7,992
860	8,003
861	8,014
862	8,026
863	8,037
864	8,048
865	8,059
866	08,июл
867	8,081
868	8,092
869	8,103
870	8,114
871	8,125
872	8,137
873	8,148
874	8,159
875	авг,17
876	8,181
877	8,192
878	8,203
879	8,214
880	8,226
881	8,237
882	8,248
883	8,259
884	авг,27
885	8,281
886	8,293
887	8,304
888	8,315
889	8,326
890	8,337
891	8,348
892	авг,36
893	8,371
894	8,382
895	8,393
896	8,404
897	8,416
898	8,427
899	8,438
900	8,449
901	авг,46
902	8,472
903	8,483
904	8,494
905	8,505
906	8,517
907	8,528
908	8,539
909	авг,55
910	8,562
911	8,573
912	8,584
913	8,595
914	8,607
915	8,618
916	8,629
917	авг,64
918	8,652
919	8,663
920	8,674
921	8,685
922	8,697
923	8,708
924	8,719
925	8,731
926	8,742
927	8,753
928	8,765
929	8,776
930	8,787
931	8,798
932	авг,81
933	8,821
934	8,832
935	8,844
936	8,855
937	8,866
938	8,878
939	8,889
940	08,сен
941	8,912
942	8,923
943	8,935
944	8,946
945	8,957
946	8,969
947	авг,98
948	8,991
949	9,003
950	9,014
951	9,025
952	9,037
953	9,048
954	09,июн
955	9,071
956	9,082
957	9,094
958	9,105
959	9,117
960	9,128
961	9,139
962	9,151
963	9,162
964	9,174
965	9,185
966	9,197
967	9,208
968	9,219
969	9,231
970	9,242
971	9,254
972	9,265
973	9,277
974	9,288
975	09,мар
976	9,311
977	9,323
978	9,334
979	9,345
980	9,357
981	9,368
982	сен,38
983	9,391
984	9,403
985	9,414
986	9,426
987	9,437
988	9,449
989	сен,46
990	9,472
991	9,483
992	9,495
993	9,506
994	9,518
995	9,529
996	9,541
997	9,552
998	9,564
999	9,576
1000	9,587
1001	9,599
1002	сен,61
1003	9,622
1004	9,633
1005	9,645
1006	9,656
1007	9,668
1008	сен,68
1009	9,691
1010	9,703
1011	9,714
1012	9,726
1013	9,737
1014	9,749
1015	9,761
1016	9,772
1017	9,784
1018	9,795
1019	9,807
1020	9,819
1021	сен,83
1022	9,842
1023	9,853
1024	9,865
1025	9,877
1026	9,888
1027	09,сен
1028	9,911
1029	9,923
1030	9,935
1031	9,946
1032	9,958
1033	сен,97
1034	9,981
1035	9,993
1036	10,005
1037	10,016
1038	10,028
1039	10,апр
1040	10,051
1041	10,063
1042	10,075
1043	10,086
1044	10,098
1045	10,ноя
1046	10,121
1047	10,133
1048	10,145
1049	10,156
1050	10,168
1051	окт,18
1052	10,191
1053	10,203
1054	10,215
1055	10,227
1056	10,238
1057	окт,25
1058	10,262
1059	10,273
1060	10,285
1061	10,297
1062	10,309
1063	окт,32
1064	10,332
1065	10,344
1066	10,356
1067	10,367
1068	10,379
1069	10,391
1070	10,403
1071	10,414
1072	10,426
1073	10,438
1074	окт,45
1075	10,461
1076	10,473
1077	10,485
1078	10,497
1079	10,509
1080	окт,52
1081	10,532
1082	10,544
1083	10,556
1084	10,567
1085	10,579
1086	10,591
1087	10,603
1088	10,615
1089	10,626
1090	10,638
1091	окт,65
1092	10,662
1093	10,674
1094	10,686
1095	10,697
1096	10,709
1097	10,721
1098	10,733
1099	10,745
1100	10,757
1101	10,768
1102	окт,78
1103	10,792
1104	10,804
1105	10,816
1106	10,828
1107	10,839
1108	10,851
1109	10,863
1110	10,875
1111	10,887
1112	10,899
1113	10,911
1114	10,922
1115	10,934
1116	10,946
1117	10,958
1118	окт,97
1119	10,982
1120	10,994
1121	11,006
1122	11,017
1123	11,029
1124	11,041
1125	11,053
1126	11,065
1127	11,077
1128	11,089
1129	11,101
1130	11,113
1131	11,125
1132	11,136
1133	11,148
1134	ноя,16
1135	11,172
1136	11,184
1137	11,196
1138	11,208
1139	ноя,22
1140	11,232
1141	11,244
1142	11,256
1143	11,268
1144	ноя,28
1145	11,291
1146	11,303
1147	11,315
1148	11,327
1149	11,339
1150	11,351
1151	11,363
1152	11,375
1153	11,387
1154	11,399
1155	11,411
1156	11,423
1157	11,435
1158	11,447
1159	11,459
1160	11,471
1161	11,483
1162	11,495
1163	11,507
1164	11,519
1165	11,531
1166	11,542
1167	11,554
1168	11,566
1169	11,578
1170	ноя,59
1171	11,602
1172	11,614
1173	11,626
1174	11,638
1175	ноя,65
1176	11,662
1177	11,674
1178	11,686
1179	11,698
1180	ноя,71
1181	11,722
1182	11,734
1183	11,746
1184	11,758
1185	ноя,77
1186	11,782
1187	11,794
1188	11,806
1189	11,818
1190	ноя,83
1191	11,842
1192	11,854
1193	11,866
1194	11,878
1195	ноя,89
1196	11,902
1197	11,914
1198	11,926
1199	11,939
1200	11,951
1201	11,963
1202	11,975
1203	11,987
1204	11,999
1205	12,011
1206	12,023
1207	12,035
1208	12,047
1209	12,059
1210	12,071
1211	12,083
1212	12,095
1213	12,107
1214	12,119
1215	12,131
1216	12,143
1217	12,155
1218	12,167
1219	12,179
1220	12,191
1221	12,203
1222	12,216
1223	12,228
1224	дек,24
1225	12,252
1226	12,264
1227	12,276
1228	12,288
1229	12,мар
1230	12,312
1231	12,324
1232	12,336
1233	12,348
1234	дек,36
1235	12,372
1236	12,384
1237	12,397
1238	12,409
1239	12,421
1240	12,433
1241	12,445
1242	12,457
1243	12,469
1244	12,481
1245	12,493
1246	12,505
1247	12,517
1248	12,529
1249	12,542
1250	12,554
1251	12,566
1252	12,578
1253	дек,59
1254	12,602
1255	12,614
1256	12,626
1257	12,638
1258	дек,65
1259	12,662
1260	12,675
1261	12,687
1262	12,699
1263	12,711
1264	12,723
1265	12,735
1266	12,747
1267	12,759
1268	12,771
1269	12,783
1270	12,796
1271	12,808
1272	дек,82
1273	12,832
1274	12,844
1275	12,856
1276	12,868
1277	дек,88
1278	12,892
1279	12,905
1280	12,917
1281	12,929
1282	12,941
1283	12,953
1284	12,965
1285	12,977
1286	12,989
1287	13,001
1288	13,014
1289	13,026
1290	13,038
1291	13,май
1292	13,062
1293	13,074
1294	13,086
1295	13,098
1296	13,111
1297	13,123
1298	13,135
1299	13,147
1300	13,159
1301	13,171
1302	13,183
1303	13,195
1304	13,208
1305	13,22
1306	13,232
1307	13,244
1308	13,256
1309	13,268
1310	13,28
1311	13,292
1312	13,305
1313	13,317
1314	13,329
1315	13,341
1316	13,353
1317	13,365
1318	13,377
1319	13,39
1320	13,402
1321	13,414
1322	13,426
1323	13,438
1324	13,45
1325	13,462
1326	13,474
1327	13,487
1328	13,499
1329	13,511
1330	13,523
1331	13,535
1332	13,547
1333	13,559
1334	13,572
1335	13,584
1336	13,596
1337	13,608
1338	13,62
1339	13,632
1340	13,644
1341	13,657
1342	13,669
1343	13,681
1344	13,693
1345	13,705
1346	13,717
1347	13,729
1348	13,742
1349	13,754
1350	13,766
1351	13,778
1352	13,79
1353	13,802
1354	13,814
1355	13,826
1356	13,839
1357	13,851
1358	13,863
1359	13,875
1360	13,887
1361	13,899
1362	13,911
1363	13,924
1364	13,936
1365	13,948
1366	13,96
1367	13,972
1368	13,984
1369	13,996
1370	14,009
1371	14,021
1372	14,033
1373	14,045
1374	14,057
1375	14,069
1376	14,081
1377	14,094
1378	14,106
1379	14,118
1380	14,13
1381	14,142
1382	14,154
1383	14,166
1384	14,178
1385	14,191
1386	14,203
1387	14,215
1388	14,227
1389	14,239
1390	14,251
1391	14,263
1392	14,276
1393	14,288
1394	14,мар
1395	14,312
1396	14,324
1397	14,336
1398	14,348
1399	14,36
1400	14,373
1401	14,385
1402	14,397
1403	14,409
1404	14,421
1405	14,433
1406	14,445
1407	14,457
1408	14,47
1409	14,482
1410	14,494
1411	14,506
1412	14,518
1413	14,53
1414	14,542
1415	14,554
1416	14,567
1417	14,579
1418	14,591
1419	14,603
1420	14,615
1421	14,627
1422	14,639
1423	14,651
1424	14,664
1425	14,676
1426	14,688
1427	14,июл
1428	14,712
1429	14,724
1430	14,736
1431	14,748
1432	14,76
1433	14,773
1434	14,785
1435	14,797
1436	14,809
1437	14,821
1438	14,833
1439	14,845
1440	14,857
1441	14,869
1442	14,881
1443	14,894
1444	14,906
1445	14,918
1446	14,93
1447	14,942
1448	14,954
1449	14,966
1450	14,978
1451	14,99
1452	15,002
1453	15,015
1454	15,027
1455	15,039
1456	15,051
1457	15,063
1458	15,075
1459	15,087
1460	15,099
1461	15,111
1462	15,123
1463	15,135
1464	15,148
1465	15,16
1466	15,172
1467	15,184
1468	15,196
1469	15,208
1470	15,22
1471	15,232
1472	15,244
1473	15,256
1474	15,268
1475	15,28
1476	15,292
1477	15,304
1478	15,317
1479	15,329
1480	15,341
1481	15,353
1482	15,365
1483	15,377
1484	15,389
1485	15,401
1486	15,413
1487	15,425
1488	15,437
1489	15,449
1490	15,461
1491	15,473
1492	15,485
1493	15,497
1494	15,509
1495	15,521
1496	15,534
1497	15,546
1498	15,558
1499	15,57
1500	15,582
1501	15,594
1502	15,606
1503	15,618
1504	15,63
1505	15,642
1506	15,654
1507	15,666
1508	15,678
1509	15,69
1510	15,702
1511	15,714
1512	15,726
1513	15,738
1514	15,75
1515	15,762
1516	15,774
1517	15,786
1518	15,798
1519	15,81
1520	15,822
1521	15,834
1522	15,846
1523	15,858
1524	15,87
1525	15,882
1526	15,894
1527	15,906
1528	15,918
1529	15,93
1530	15,942
1531	15,954
1532	15,966
1533	15,978
1534	15,99
1535	16,002
1536	16,014
1537	16,026
1538	16,038
1539	16,май
1540	16,062
1541	16,074
1542	16,086
1543	16,098
1544	16,ноя
1545	16,122
1546	16,134
1547	16,146
1548	16,158
1549	16,17
1550	16,182
1551	16,194
1552	16,205
1553	16,217
1554	16,229
1555	16,241
1556	16,253
1557	16,265
1558	16,277
1559	16,289
1560	16,301
1561	16,313
1562	16,325
1563	16,337
1564	16,349
1565	16,361
1566	16,373
1567	16,385
1568	16,396
1569	16,408
1570	16,42
1571	16,432
1572	16,444
1573	16,456
1574	16,468
1575	16,48
1576	16,492
1577	16,504
1578	16,516
1579	16,527
1580	16,539
1581	16,551
1582	16,563
1583	16,575
1584	16,587
1585	16,599
1586	16,611
1587	16,623
1588	16,634
1589	16,646
1590	16,658
1591	16,67
1592	16,682
1593	16,694
1594	16,706
1595	16,718
1596	16,729
1597	16,741
1598	16,753
1599	16,765
1600	16,777
1601	16,789
1602	16,801
1603	16,812
1604	16,824
1605	16,836
1606	16,848
1607	16,86
1608	16,872
1609	16,883
1610	16,895
1611	16,907
1612	16,919
1613	16,931
1614	16,943
1615	16,954
1616	16,966
1617	16,978
1618	16,99
1619	17,002
1620	17,013
1621	17,025
1622	17,037
1623	17,049
1624	17,061
1625	17,072
1626	17,084
1627	17,096
1628	17,108
1629	17,дек
1630	17,131
1631	17,143
1632	17,155
1633	17,167
1634	17,178
1635	17,19
1636	17,202
1637	17,214
1638	17,225
1639	17,237
1640	17,249
1641	17,261
1642	17,272
1643	17,284
1644	17,296
1645	17,308
1646	17,319
1647	17,331
1648	17,343
1649	17,355
1650	17,366
1651	17,378
1652	17,39
1653	17,401
1654	17,413
1655	17,425
1656	17,437
1657	17,448
1658	17,46
1659	17,472
1660	17,483
1661	17,495
1662	17,507
1663	17,518
1664	17,53
1665	17,542
1666	17,553
1667	17,565
1668	17,577
1669	17,588
1670	17,июн
1671	17,612
1672	17,623
1673	17,635
1674	17,647
1675	17,658
1676	17,67
1677	17,682
1678	17,693
1679	17,705
1680	17,717
1681	17,728
1682	17,74
1683	17,751
1684	17,763
1685	17,775
1686	17,786
1687	17,798
1688	17,809
1689	17,821
1690	17,832
1691	17,844
1692	17,855
1693	17,867
1694	17,878
1695	17,89
1696	17,901
1697	17,913
1698	17,924
1699	17,936
1700	17,947
1701	17,959
1702	17,97
1703	17,982
1704	17,993
1705	18,004
1706	18,016
1707	18,027
1708	18,039
1709	18,май
1710	18,061
1711	18,073
1712	18,084
1713	18,095
1714	18,107
1715	18,118
1716	18,129
1717	18,14
1718	18,152
1719	18,163
1720	18,174
1721	18,185
1722	18,196
1723	18,208
1724	18,219
1725	18,23
1726	18,241
1727	18,252
1728	18,263
1729	18,274
1730	18,285
1731	18,297
1732	18,308
1733	18,319
1734	18,33
1735	18,341
1736	18,352
1737	18,362
1738	18,373
1739	18,384
1740	18,395
1741	18,406
1742	18,417
1743	18,428
1744	18,439
1745	18,449
1746	18,46
1747	18,471
1748	18,482
1749	18,493
1750	18,503
1751	18,514
1752	18,525
1753	18,535
1754	18,546
1755	18,557
1756	18,567
1757	18,578
1758	18,588
1759	18,599
